,paragraph_id,paragraph,theme_x,question,theme_y,answer
845,563,"Its knowledge and uses spread from China through the Middle East to medieval Europe in the 13th century, where the first water powered paper mills were built. Because of paper's introduction to the West through the city of Baghdad, it was first called bagdatikos. In the 19th century, industrial manufacture greatly lowered its cost, enabling mass exchange of information and contributing to significant cultural shifts. In 1844, the Canadian inventor Charles Fenerty and the German F. G. Keller independently developed processes for pulping wood fibres.",Paper,Which Canadian inventor helped F.G. Keller to develop their own process?,Paper,Charles Fenerty
846,564,"The word ""paper"" is etymologically derived from Latin papyrus, which comes from the Greek πάπυρος (papuros), the word for the Cyperus papyrus plant. Papyrus is a thick, paper-like material produced from the pith of the Cyperus papyrus plant, which was used in ancient Egypt and other Mediterranean cultures for writing before the introduction of paper into the Middle East and Europe. Although the word paper is etymologically derived from papyrus, the two are produced very differently and the development of the first is distinct from the development of the second. Papyrus is a lamination of natural plant fibres, while paper is manufactured from fibres whose properties have been changed by maceration.",Paper,What Latin word is paper derived from?,Paper,Papyrus
847,564,"The word ""paper"" is etymologically derived from Latin papyrus, which comes from the Greek πάπυρος (papuros), the word for the Cyperus papyrus plant. Papyrus is a thick, paper-like material produced from the pith of the Cyperus papyrus plant, which was used in ancient Egypt and other Mediterranean cultures for writing before the introduction of paper into the Middle East and Europe. Although the word paper is etymologically derived from papyrus, the two are produced very differently and the development of the first is distinct from the development of the second. Papyrus is a lamination of natural plant fibres, while paper is manufactured from fibres whose properties have been changed by maceration.",Paper,What language is papyrus derived from?,Paper,Greek
848,565,"To make pulp from wood, a chemical pulping process separates lignin from cellulose fibres. This is accomplished by dissolving lignin in a cooking liquor, so that it may be washed from the cellulose; this preserves the length of the cellulose fibres. Paper made from chemical pulps are also known as wood-free papers–not to be confused with tree-free paper; this is because they do not contain lignin, which deteriorates over time. The pulp can also be bleached to produce white paper, but this consumes 5% of the fibres; chemical pulping processes are not used to make paper made from cotton, which is already 90% cellulose.",Paper,What is separated from the cellulose fibres?,Paper,lignin
849,565,"To make pulp from wood, a chemical pulping process separates lignin from cellulose fibres. This is accomplished by dissolving lignin in a cooking liquor, so that it may be washed from the cellulose; this preserves the length of the cellulose fibres. Paper made from chemical pulps are also known as wood-free papers–not to be confused with tree-free paper; this is because they do not contain lignin, which deteriorates over time. The pulp can also be bleached to produce white paper, but this consumes 5% of the fibres; chemical pulping processes are not used to make paper made from cotton, which is already 90% cellulose.",Paper,What type of paper is paper made from chemical pulps known as?,Paper,wood-free
850,565,"To make pulp from wood, a chemical pulping process separates lignin from cellulose fibres. This is accomplished by dissolving lignin in a cooking liquor, so that it may be washed from the cellulose; this preserves the length of the cellulose fibres. Paper made from chemical pulps are also known as wood-free papers–not to be confused with tree-free paper; this is because they do not contain lignin, which deteriorates over time. The pulp can also be bleached to produce white paper, but this consumes 5% of the fibres; chemical pulping processes are not used to make paper made from cotton, which is already 90% cellulose.",Paper,What percentage of cotton is cellulose?,Paper,90%
851,566,"There are three main chemical pulping processes: the sulfite process dates back to the 1840s and it was the dominant method extent before the second world war. The kraft process, invented in the 1870s and first used in the 1890s, is now the most commonly practiced strategy, one of its advantages is the chemical reaction with lignin, that produces heat, which can be used to run a generator. Most pulping operations using the kraft process are net contributors to the electricity grid or use the electricity to run an adjacent paper mill. Another advantage is that this process recovers and reuses all inorganic chemical reagents. Soda pulping is another specialty process used to pulp straws, bagasse and hardwoods with high silicate content.",Paper,How many chemical pulping processes are there?,Paper,three
852,566,"There are three main chemical pulping processes: the sulfite process dates back to the 1840s and it was the dominant method extent before the second world war. The kraft process, invented in the 1870s and first used in the 1890s, is now the most commonly practiced strategy, one of its advantages is the chemical reaction with lignin, that produces heat, which can be used to run a generator. Most pulping operations using the kraft process are net contributors to the electricity grid or use the electricity to run an adjacent paper mill. Another advantage is that this process recovers and reuses all inorganic chemical reagents. Soda pulping is another specialty process used to pulp straws, bagasse and hardwoods with high silicate content.",Paper,What is another process used to pulp straws with high silicate content?,Paper,Soda pulping
853,567,"There are two major mechanical pulps, the thermomechanical one (TMP) and groundwood pulp (GW). In the TMP process, wood is chipped and then fed into large steam heated refiners, where the chips are squeezed and converted to fibres between two steel discs. In the groundwood process, debarked logs are fed into grinders where they are pressed against rotating stones to be made into fibres. Mechanical pulping does not remove the lignin, so the yield is very high, >95%, however it causes the paper thus produced to turn yellow and become brittle over time. Mechanical pulps have rather short fibres, thus producing weak paper. Although large amounts of electrical energy are required to produce mechanical pulp, it costs less than the chemical kind.",Paper,"Besides the thermomechanical process, what is a process used in pulping?",Paper,groundwood pulp
854,568,"Recycled papers can be made from 100% recycled materials or blended with virgin pulp, although they are (generally) not as strong nor as bright as papers made from the latter.",Paper,Recylced papers can be made with what new type of pulp?,Paper,virgin
855,569,"Besides the fibres, pulps may contain fillers such as chalk or china clay, which improve its characteristics for printing or writing. Additives for sizing purposes may be mixed with it and/or applied to the paper web later in the manufacturing process; the purpose of such sizing is to establish the correct level of surface absorbency to suit ink or paint.",Paper,What type of clay improves the characteristics of the pulps used in papermaking?,Paper,china clay
856,570,"Pressing the sheet removes the water by force; once the water is forced from the sheet, a special kind of felt, which is not to be confused with the traditional one, is used to collect the water; whereas when making paper by hand, a blotter sheet is used instead.",Paper,What is used to collect water when hand-making paper?,Paper,blotter sheet
857,572,"Paper at this point is uncoated. Coated paper has a thin layer of material such as calcium carbonate or china clay applied to one or both sides in order to create a surface more suitable for high-resolution halftone screens. (Uncoated papers are rarely suitable for screens above 150 lpi.) Coated or uncoated papers may have their surfaces polished by calendering. Coated papers are divided into matte, semi-matte or silk, and gloss. Gloss papers give the highest optical density in the printed image.",Paper,"Besides calcium, coated paper has a thin layer of what?",Paper,china clay
858,572,"Paper at this point is uncoated. Coated paper has a thin layer of material such as calcium carbonate or china clay applied to one or both sides in order to create a surface more suitable for high-resolution halftone screens. (Uncoated papers are rarely suitable for screens above 150 lpi.) Coated or uncoated papers may have their surfaces polished by calendering. Coated papers are divided into matte, semi-matte or silk, and gloss. Gloss papers give the highest optical density in the printed image.",Paper,What papers give the best optical density?,Paper,Gloss
859,573,"The paper is then fed onto reels if it is to be used on web printing presses, or cut into sheets for other printing processes or other purposes. The fibres in the paper basically run in the machine direction. Sheets are usually cut ""long-grain"", i.e. with the grain parallel to the longer dimension of the sheet.",Paper,"If the paper is not to be used in the web printing process, what is done?",Paper,cut into sheets
860,574,"All paper produced by paper machines as the Fourdrinier Machine are wove paper, i.e. the wire mesh that transports the web leaves a pattern that has the same density along the paper grain and across the grain. Textured finishes, watermarks and wire patterns imitating hand-made laid paper can be created by the use of appropriate rollers in the later stages of the machine.",Paper,What leaves a pattern on the paper that has a consistent density width and lengthwise?,Paper,wire mesh
861,575,"Wove paper does not exhibit ""laidlines"", which are small regular lines left behind on paper when it was handmade in a mould made from rows of metal wires or bamboo. Laidlines are very close together. They run perpendicular to the ""chainlines"", which are further apart. Handmade paper similarly exhibits ""deckle edges"", or rough and feathery borders.",Paper,What type of lines does wove paper not exhibit?,Paper,Laidlines
862,575,"Wove paper does not exhibit ""laidlines"", which are small regular lines left behind on paper when it was handmade in a mould made from rows of metal wires or bamboo. Laidlines are very close together. They run perpendicular to the ""chainlines"", which are further apart. Handmade paper similarly exhibits ""deckle edges"", or rough and feathery borders.",Paper,What runs perpendicular to the laidlines?,Paper,chainlines
863,576,"The thickness of paper is often measured by caliper, which is typically given in thousandths of an inch in the United States and in thousandths of a mm in the rest of the world. Paper may be between 0.07 and 0.18 millimetres (0.0028 and 0.0071 in) thick.",Paper,What tool is often used in measuring the thickness of paper?,Paper,caliper
864,577,"Paper is often characterized by weight. In the United States, the weight assigned to a paper is the weight of a ream, 500 sheets, of varying ""basic sizes"", before the paper is cut into the size it is sold to end customers. For example, a ream of 20 lb, 8.5 in × 11 in (216 mm × 279 mm) paper weighs 5 pounds, because it has been cut from a larger sheet into four pieces. In the United States, printing paper is generally 20 lb, 24 lb, or 32 lb at most. Cover stock is generally 68 lb, and 110 lb or more is considered card stock.",Paper,Paper rated at over 110lb is considered what type of stock?,Paper,card
865,579,Most commercial paper sold in North America is cut to standard paper sizes based on customary units and is defined by the length and width of a sheet of paper.,Paper,Commercial paper is commonly defined by what?,Paper,length and width
866,579,Most commercial paper sold in North America is cut to standard paper sizes based on customary units and is defined by the length and width of a sheet of paper.,Paper,Most commercial paper in North America is cut in what manner?,Paper,standard paper sizes
867,579,Most commercial paper sold in North America is cut to standard paper sizes based on customary units and is defined by the length and width of a sheet of paper.,Paper,Standard paper sizes are usually described with what terms?,Paper,length and width
868,580,"The ISO 216 system used in most other countries is based on the surface area of a sheet of paper, not on a sheet's width and length. It was first adopted in Germany in 1922 and generally spread as nations adopted the metric system. The largest standard size paper is A0 (A zero), measuring one square meter (approx. 1189 × 841 mm). Two sheets of A1, placed upright side by side fit exactly into one sheet of A0 laid on its side. Similarly, two sheets of A2 fit into one sheet of A1 and so forth. Common sizes used in the office and the home are A4 and A3 (A3 is the size of two A4 sheets).",Paper,What country first adopted the ISO 216 standard?,Paper,Germany
869,582,"Much of the early paper made from wood pulp contained significant amounts of alum, a variety of aluminium sulfate salts that is significantly acidic. Alum was added to paper to assist in sizing, making it somewhat water resistant so that inks did not ""run"" or spread uncontrollably. Early papermakers did not realize that the alum they added liberally to cure almost every problem encountered in making their product would eventually be detrimental. The cellulose fibres that make up paper are hydrolyzed by acid, and the presence of alum would eventually degrade the fibres until the paper disintegrated in a process that has come to be known as ""slow fire"". Documents written on rag paper were significantly more stable. The use of non-acidic additives to make paper is becoming more prevalent, and the stability of these papers is less of an issue.",Paper,What acidic salts were commonly found in the early types of paper produced?,Paper,Alum
870,583,"Paper made from mechanical pulp contains significant amounts of lignin, a major component in wood. In the presence of light and oxygen, lignin reacts to give yellow materials, which is why newsprint and other mechanical paper yellows with age. Paper made from bleached kraft or sulfite pulps does not contain significant amounts of lignin and is therefore better suited for books, documents and other applications where whiteness of the paper is essential.",Paper,A book is likely made with paper that has low amounts of what component of wood?,Paper,lignin
871,583,"Paper made from mechanical pulp contains significant amounts of lignin, a major component in wood. In the presence of light and oxygen, lignin reacts to give yellow materials, which is why newsprint and other mechanical paper yellows with age. Paper made from bleached kraft or sulfite pulps does not contain significant amounts of lignin and is therefore better suited for books, documents and other applications where whiteness of the paper is essential.",Paper,What does lignin react to to produce the yellowing you see in newspapers?,Paper,light and oxygen
872,584,"Paper made from wood pulp is not necessarily less durable than a rag paper. The ageing behavior of a paper is determined by its manufacture, not the original source of the fibres. Furthermore, tests sponsored by the Library of Congress prove that all paper is at risk of acid decay, because cellulose itself produces formic, acetic, lactic and oxalic acids.",Paper,"Besides formic, acetic, and lactic acid, what type of acid does cellulose produce?",Paper,oxalic
873,586,"Worldwide consumption of paper has risen by 400% in the past 40 years leading to increase in deforestation, with 35% of harvested trees being used for paper manufacture. Most paper companies also plant trees to help regrow forests. Logging of old growth forests accounts for less than 10% of wood pulp, but is one of the most controversial issues.",Paper,What percentage of wood pulp comes from old-growth trees?,Paper,10%
874,592,"Adult contemporary music (AC) is a style of music, ranging from 1960s vocal and 1970s soft rock music to predominantly ballad-heavy music of the present day, with varying degrees of easy listening, pop, soul, rhythm and blues, quiet storm, and rock influence. Adult contemporary is rather a continuation of the easy listening and soft rock style that became popular in the 1960s and 1970s with some adjustments that reflect the evolution of pop/rock music.",Adult_contemporary_music,What type of adult contemporary music was popular in the 1960s?,Adult_contemporary_music,vocal
875,594,"Adult contemporary is heavy on romantic sentimental ballads which mostly use acoustic instruments (though bass guitar is usually used) such as acoustic guitars, pianos, saxophones, and sometimes an orchestral set. The electric guitars are normally faint and high-pitched. However, recent adult contemporary music may usually feature synthesizers (and other electronics, such as drum machines).",Adult_contemporary_music,What type of song is frequently seen in the adult contemporary genre?,Adult_contemporary_music,romantic sentimental ballads
876,594,"Adult contemporary is heavy on romantic sentimental ballads which mostly use acoustic instruments (though bass guitar is usually used) such as acoustic guitars, pianos, saxophones, and sometimes an orchestral set. The electric guitars are normally faint and high-pitched. However, recent adult contemporary music may usually feature synthesizers (and other electronics, such as drum machines).",Adult_contemporary_music,What general type of instruments tend to be used in adult contemporary?,Adult_contemporary_music,acoustic
877,594,"Adult contemporary is heavy on romantic sentimental ballads which mostly use acoustic instruments (though bass guitar is usually used) such as acoustic guitars, pianos, saxophones, and sometimes an orchestral set. The electric guitars are normally faint and high-pitched. However, recent adult contemporary music may usually feature synthesizers (and other electronics, such as drum machines).",Adult_contemporary_music,What electric instrument is often seen in adult contemporary?,Adult_contemporary_music,bass guitar
878,596,"Over the years, AC has spawned subgenres including ""hot AC"", ""soft AC"" (also known as ""lite AC""), ""urban AC"", ""rhythmic AC"", and ""Christian AC"" (a softer type of contemporary Christian music). Some stations play only ""hot AC"", ""soft AC"", or only one of the variety of subgenres. Therefore, it is not usually considered a specific genre of music; it is merely an assemblage of selected tracks from musicians of many different genres.",Adult_contemporary_music,What is Christian AC a subgenre of?,Adult_contemporary_music,contemporary Christian music
879,597,"Adult contemporary traces its roots to the 1960s easy listening format, which adopted a 70-80% instrumental - 20-30% vocal mix. A few offered 90% instrumentals, and a handful were entirely instrumental. The easy listening format, as it was first known, was born of a desire by some radio stations in the late 1950s and early 1960s to continue playing current hit songs but distinguish themselves from being branded as ""rock and roll"" stations. Billboard first published the Easy Listening chart July 17, 1961, with 20 songs; the first number one was ""Boll Weevil Song"" by Brook Benton. The chart described itself as ""not too far out in either direction"".",Adult_contemporary_music,From what decade of easy listening radio does adult contemporary trace its heritage?,Adult_contemporary_music,1960s
880,598,"Initially, the vocalists consisted of artists such as Frank Sinatra, Doris Day, Johnny Mathis, Connie Francis, Nat King Cole, Perry Como, and others. The custom recordings were usually instrumental versions of current or recent rock and roll or pop hit songs, a move intended to give the stations more mass appeal without selling out. Some stations would also occasionally play earlier big band-era recordings from the 1940s and early 1950s.",Adult_contemporary_music,"Along with Frank Sinatra, Doris Day, Johnny Mathis, Nat King Cole, and Perry Como, who was a prominent early adult contemporary radio artist?",Adult_contemporary_music,Connie Francis
881,598,"Initially, the vocalists consisted of artists such as Frank Sinatra, Doris Day, Johnny Mathis, Connie Francis, Nat King Cole, Perry Como, and others. The custom recordings were usually instrumental versions of current or recent rock and roll or pop hit songs, a move intended to give the stations more mass appeal without selling out. Some stations would also occasionally play earlier big band-era recordings from the 1940s and early 1950s.",Adult_contemporary_music,What songs from the 1940s and 1950s would adult contemporary stations play?,Adult_contemporary_music,big band-era recordings
882,599,"After 1965, differences between the Hot 100 chart and the Easy Listening chart became more pronounced. Better reflecting what middle of the road stations were actually playing, the composition of the chart changed dramatically. As rock music continued to harden, there was much less crossover between the Hot 100 and Easy Listening chart than there had been in the early half of the 1960s. Roger Miller, Barbra Streisand and Bobby Vinton were among the chart's most popular performers.",Adult_contemporary_music,"Along with Roger Miller and Barbra Streisand, who was a successful Easy Listening artist in this era?",Adult_contemporary_music,Bobby Vinton
883,600,"One big impetus for the development of the AC radio format was that, when rock and roll music first became popular in the mid-1950s, many more conservative radio stations wanted to continue to play current hit songs while shying away from rock. These middle of the road (or ""MOR"") stations also frequently included older, pre-rock-era adult standards and big band titles to further appeal to adult listeners who had grown up with those songs.",Adult_contemporary_music,During what decade did rock and roll music first rise to popularity?,Adult_contemporary_music,1950s
884,601,"Another big impetus for the evolution of the AC radio format was the popularity of easy listening or ""beautiful music"" stations, stations with music specifically designed to be purely ambient. Whereas most easy listening music was instrumental, created by relatively unknown artists, and rarely purchased, AC was an attempt to create a similar ""lite"" format by choosing certain tracks (both hit singles and album cuts) of popular artists.",Adult_contemporary_music,What was another term for easy listening stations?,Adult_contemporary_music,beautiful music
885,601,"Another big impetus for the evolution of the AC radio format was the popularity of easy listening or ""beautiful music"" stations, stations with music specifically designed to be purely ambient. Whereas most easy listening music was instrumental, created by relatively unknown artists, and rarely purchased, AC was an attempt to create a similar ""lite"" format by choosing certain tracks (both hit singles and album cuts) of popular artists.",Adult_contemporary_music,What types of tracks from popular artists did adult contemporary radio play?,Adult_contemporary_music,hit singles and album cuts
886,602,"Hard rock had been established as a mainstream genre by 1965. From the end of the 1960s, it became common to divide mainstream rock music into soft and hard rock, with both emerging as major radio formats in the US. Soft rock was often derived from folk rock, using acoustic instruments and putting more emphasis on melody and harmonies. Major artists included Barbra Streisand, Carole King, Cat Stevens, James Taylor and Bread.",Adult_contemporary_music,As of what year was hard rock a mainstream type of music?,Adult_contemporary_music,1965
887,604,"Soft rock reached its commercial peak in the mid-to-late 1970s with acts such as Toto, England Dan & John Ford Coley, Air Supply, Seals and Crofts, America and the reformed Fleetwood Mac, whose Rumours (1977) was the best-selling album of the decade. By 1977, some radio stations, like New York's WTFM and NBC-owned WYNY, had switched to an all-soft rock format. By the 1980s, tastes had changed and radio formats reflected this change, including musical artists such as Journey. Walter Sabo and his team at NBC brought in major personalities from the AM Band to the FM Band taking the format from a background to a foreground listening experience. The addition of major radio stars such as Dan Daniel, Steve O'Brien, Dick Summers, Don Bleu and Tom Parker made it possible to fully monetize the format and provide the foundation for financial success enjoyed to this day",Adult_contemporary_music,What artist released the best selling album of the 1970s?,Adult_contemporary_music,Fleetwood Mac
888,604,"Soft rock reached its commercial peak in the mid-to-late 1970s with acts such as Toto, England Dan & John Ford Coley, Air Supply, Seals and Crofts, America and the reformed Fleetwood Mac, whose Rumours (1977) was the best-selling album of the decade. By 1977, some radio stations, like New York's WTFM and NBC-owned WYNY, had switched to an all-soft rock format. By the 1980s, tastes had changed and radio formats reflected this change, including musical artists such as Journey. Walter Sabo and his team at NBC brought in major personalities from the AM Band to the FM Band taking the format from a background to a foreground listening experience. The addition of major radio stars such as Dan Daniel, Steve O'Brien, Dick Summers, Don Bleu and Tom Parker made it possible to fully monetize the format and provide the foundation for financial success enjoyed to this day",Adult_contemporary_music,In what year was the best selling album of the 1970s released?,Adult_contemporary_music,1977
889,605,"Radio stations played Top 40 hits regardless of genre; although, most were in the same genre until the mid-1970s when different forms of popular music started to target different demographic groups, such as disco vs. hard rock. This evolved into specialized radio stations that played specific genres of music, and generally followed the evolution of artists in those genres.",Adult_contemporary_music,In what decade did genres begin to diverge on the basis of demographic groups?,Adult_contemporary_music,1970s
890,607,"Much of the music recorded by singer-songwriters such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian got as much, if not more, airplay on this format than on Top 40 stations. Easy Listening radio also began including songs by artists who had begun in other genres, such as rock and roll or R&B. In addition, several early disco songs, did well on the Adult Contemporary format.",Adult_contemporary_music,"Along with rock and roll, what genre of music was sometimes featured on Easy Listening radio?",Adult_contemporary_music,R&B
891,607,"Much of the music recorded by singer-songwriters such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian got as much, if not more, airplay on this format than on Top 40 stations. Easy Listening radio also began including songs by artists who had begun in other genres, such as rock and roll or R&B. In addition, several early disco songs, did well on the Adult Contemporary format.",Adult_contemporary_music,What genre of music was surprisingly successful on adult contemporary radio?,Adult_contemporary_music,disco
892,607,"Much of the music recorded by singer-songwriters such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian got as much, if not more, airplay on this format than on Top 40 stations. Easy Listening radio also began including songs by artists who had begun in other genres, such as rock and roll or R&B. In addition, several early disco songs, did well on the Adult Contemporary format.",Adult_contemporary_music,"What type of musicians were artists such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian?",Adult_contemporary_music,singer-songwriters
893,608,"On April 7, 1979, the Easy Listening chart officially became known as Adult Contemporary, and those two words have remained consistent in the name of the chart ever since. Adult contemporary music became one of the most popular radio formats of the 1980s. The growth of AC was a natural result of the generation that first listened to the more ""specialized"" music of the mid-late 1970s growing older and not being interested in the heavy metal and rap/hip-hop music that a new generation helped to play a significant role in the Top 40 charts by the end of the decade.",Adult_contemporary_music,"Along with rap/hip-hop, what genre of music were aging listeners not as interested in?",Adult_contemporary_music,heavy metal
894,609,"Mainstream AC itself has evolved in a similar fashion over the years; traditional AC artists like Barbra Streisand, the Carpenters, Dionne Warwick, Barry Manilow, John Denver, and Olivia Newton-John found it harder to have major Top 40 hits as the 1980s wore on, and due to the influence of MTV, artists who were staples of the Contemporary Hit Radio format, such as Richard Marx, Michael Jackson, Bonnie Tyler, George Michael, Phil Collins, and Laura Branigan began crossing over to the AC charts with greater frequency. Collins has been described by AllMusic as ""one of the most successful pop and adult contemporary singers of the '80s and beyond"". However, with the combination of MTV and AC radio, adult contemporary appeared harder to define as a genre, with established soft-rock artists of the past still charting pop hits and receiving airplay alongside mainstream radio fare from newer artists at the time.",Adult_contemporary_music,"Along with Richard Marx, Bonnie Tyler, George Michael, Phil Collins, and Laura Branigan, what artist was also frequently played on Contemporary Hit Radio stations?",Adult_contemporary_music,Michael Jackson
895,609,"Mainstream AC itself has evolved in a similar fashion over the years; traditional AC artists like Barbra Streisand, the Carpenters, Dionne Warwick, Barry Manilow, John Denver, and Olivia Newton-John found it harder to have major Top 40 hits as the 1980s wore on, and due to the influence of MTV, artists who were staples of the Contemporary Hit Radio format, such as Richard Marx, Michael Jackson, Bonnie Tyler, George Michael, Phil Collins, and Laura Branigan began crossing over to the AC charts with greater frequency. Collins has been described by AllMusic as ""one of the most successful pop and adult contemporary singers of the '80s and beyond"". However, with the combination of MTV and AC radio, adult contemporary appeared harder to define as a genre, with established soft-rock artists of the past still charting pop hits and receiving airplay alongside mainstream radio fare from newer artists at the time.",Adult_contemporary_music,What television station was responsible for the increasing success of Contemporary Hit Radio artists on the AC charts?,Adult_contemporary_music,MTV
896,609,"Mainstream AC itself has evolved in a similar fashion over the years; traditional AC artists like Barbra Streisand, the Carpenters, Dionne Warwick, Barry Manilow, John Denver, and Olivia Newton-John found it harder to have major Top 40 hits as the 1980s wore on, and due to the influence of MTV, artists who were staples of the Contemporary Hit Radio format, such as Richard Marx, Michael Jackson, Bonnie Tyler, George Michael, Phil Collins, and Laura Branigan began crossing over to the AC charts with greater frequency. Collins has been described by AllMusic as ""one of the most successful pop and adult contemporary singers of the '80s and beyond"". However, with the combination of MTV and AC radio, adult contemporary appeared harder to define as a genre, with established soft-rock artists of the past still charting pop hits and receiving airplay alongside mainstream radio fare from newer artists at the time.",Adult_contemporary_music,"Who did Allmusic refer to as ""one of the most successful pop and adult contemporary singers of the '80s and beyond""?",Adult_contemporary_music,Phil Collins
897,610,"The amount of crossover between the AC chart and the Hot 100 has varied based on how much the passing pop music trends of the times appealed to adult listeners. Not many disco or new wave songs were particularly successful on the AC chart during the late 1970s and early 1980s, and much of the hip-hop and harder rock music featured on CHR formats later in the decade would have been unacceptable on AC radio.",Adult_contemporary_music,"What genres, featured on the CHR radio format, were rarely found on adult contemporary radio?",Adult_contemporary_music,hip-hop and harder rock music
898,610,"The amount of crossover between the AC chart and the Hot 100 has varied based on how much the passing pop music trends of the times appealed to adult listeners. Not many disco or new wave songs were particularly successful on the AC chart during the late 1970s and early 1980s, and much of the hip-hop and harder rock music featured on CHR formats later in the decade would have been unacceptable on AC radio.",Adult_contemporary_music,During what decade did hip-hop begin to be featured on the radio?,Adult_contemporary_music,1980s
899,611,"Although dance-oriented, electronic pop and ballad-oriented rock dominated the 1980s, soft rock songs still enjoyed a mild success thanks to artists like Sheena Easton, Amy Grant, Lionel Richie, Christopher Cross, Dan Hill, Leo Sayer, Billy Ocean, Julio Iglesias, Bertie Higgins and Tommy Page. No song spent more than six weeks at #1 on this chart during the 1980s, with nine songs accomplishing that feat. Two of these were by Lionel Richie, ""You Are"" in 1983 and ""Hello"" in 1984, which also reached #1 on the Hot 100.",Adult_contemporary_music,What was the longest that a song spent at #1 on the adult contemporary charts in the 1980s?,Adult_contemporary_music,six weeks
900,612,"In 1989, Linda Ronstadt released Cry Like a Rainstorm, Howl Like the Wind, described by critics as ""the first true Adult Contemporary album of the decade"", featuring American soul singer Aaron Neville on several of the twelve tracks. The album was certified Triple Platinum in the United States alone and became a major success throughout the globe. The Grammy Award-winning singles, ""Don't Know Much"" and ""All My Life"", were both long-running #1 Adult Contemporary hits. Several additional singles from the disc made the AC Top 10 as well. The album won over many critics in the need to define AC, and appeared to change the tolerance and acceptance of AC music into mainstream day to day radio play.",Adult_contemporary_music,"Along with ""Don't Know Much,"" what single won a Grammy?",Adult_contemporary_music,"""All My Life"""
901,613,"The early 1990s marked the softening of urban R&B at the same time alternative rock emerged and traditional pop saw a significant resurgence. This in part led to a widening of the market, not only allowing to cater to more niche markets, but it also became customary for artists to make AC-friendly singles.",Adult_contemporary_music,What happened to urban R&B in the early 1990s?,Adult_contemporary_music,softening
902,614,"Unlike the majority of 1980s mainstream singers, the 1990s mainstream pop/R&B singers such as All-4-One, Boyz II Men, Rob Thomas, Christina Aguilera, Backstreet Boys and Savage Garden generally crossed over to the AC charts. Latin pop artists such as Lynda Thomas, Ricky Martin, Marc Anthony, Selena, Enrique Iglesias and Luis Miguel also enjoyed success in the AC charts.",Adult_contemporary_music,"Along with All-4-One, Boyz II Men, Rob Thomas, Christina Aguilera and Backstreet Boys, what 90s artists were notable in the pop/R&B genre?",Adult_contemporary_music,Savage Garden
903,614,"Unlike the majority of 1980s mainstream singers, the 1990s mainstream pop/R&B singers such as All-4-One, Boyz II Men, Rob Thomas, Christina Aguilera, Backstreet Boys and Savage Garden generally crossed over to the AC charts. Latin pop artists such as Lynda Thomas, Ricky Martin, Marc Anthony, Selena, Enrique Iglesias and Luis Miguel also enjoyed success in the AC charts.",Adult_contemporary_music,"What genre of music did Lynda Thomas, Ricky Martin, Selena, Marc Anthony, Enrique Iglesias and Luis Miguel make?",Adult_contemporary_music,Latin pop
904,616,"In response to the pressure on Hot AC, a new kind of AC format cropped up among American radio recently. The urban adult contemporary format (a term coined by Barry Mayo) usually attracts a large number of African Americans and sometimes Caucasian listeners through playing a great deal of R&B (without any form of rapping), gospel music, classic soul and dance music (including disco).",Adult_contemporary_music,"Who invented the term ""urban adult contemporary format""?",Adult_contemporary_music,Barry Mayo
905,616,"In response to the pressure on Hot AC, a new kind of AC format cropped up among American radio recently. The urban adult contemporary format (a term coined by Barry Mayo) usually attracts a large number of African Americans and sometimes Caucasian listeners through playing a great deal of R&B (without any form of rapping), gospel music, classic soul and dance music (including disco).",Adult_contemporary_music,What style of singing is absent from R&B played on urban adult contemporary format stations?,Adult_contemporary_music,rapping
906,617,"Another format, rhythmic AC, in addition to playing all the popular hot and soft AC music, past and present, places a heavy emphasis on disco as well as 1980s and 1990s dance hits, such as those by Amber, C&C Music Factory and Black Box, and includes dance remixes of pop songs, such as the Soul Solution mix of Toni Braxton's ""Unbreak My Heart"".",Adult_contemporary_music,"What radio station format plays soft AC, hot AC, disco and dance?",Adult_contemporary_music,rhythmic AC
907,618,"In its early years of existence, the smooth jazz format was considered to be a form of AC, although it was mainly instrumental, and related a stronger resemblance to the soft AC-styled music. For many years, artists like George Benson, Kenny G and Dave Koz had crossover hits that were played on both smooth jazz and soft AC stations.",Adult_contemporary_music,What radio station format was sometimes regarded as a type of adult contemporary?,Adult_contemporary_music,smooth jazz
908,618,"In its early years of existence, the smooth jazz format was considered to be a form of AC, although it was mainly instrumental, and related a stronger resemblance to the soft AC-styled music. For many years, artists like George Benson, Kenny G and Dave Koz had crossover hits that were played on both smooth jazz and soft AC stations.",Adult_contemporary_music,What type of music was predominantly played on smooth jazz stations?,Adult_contemporary_music,instrumental
